customer_id,recency,frequency,monetary,r_score,f_score,m_score,segment
C02322,45,5,50435.909999999996,4,3,5,Loyal
C02323,301,4,16253.23,1,2,2,Regular
C02324,11,10,55871.76,5,5,5,Champions
C02325,55,9,84478.99,3,5,5,Loyal
C02326,76,9,52007.3,3,5,5,Loyal
C02327,68,6,35188.98,3,4,4,Loyal
C02328,89,6,16869.25,2,4,2,At Risk
C02329,12,3,44604.909999999996,5,1,4,New / Promising
C02330,221,6,26559.69,1,4,3,At Risk
C02331,127,4,20507.34,2,2,2,Regular
C02332,19,8,45804.7,5,5,5,Champions
C02333,38,7,48449.93,4,4,5,Champions
C02334,8,8,32236.94,5,5,4,Champions
C02335,272,6,29934.01,1,4,3,At Risk
C02336,43,4,14476.74,4,2,1,New / Promising
C02337,2,10,66777.46,5,5,5,Champions
C02338,17,6,50836.6,5,4,5,Champions
C02339,91,9,35926.82,2,5,4,At Risk
C02340,22,5,64367.45999999999,4,3,5,Loyal
C02341,246,5,9242.24,1,3,1,At Risk
C02342,46,7,25793.32,4,4,3,Champions
C02343,21,7,37054.79,5,4,4,Champions
C02344,64,6,25588.149999999998,3,4,3,Loyal
C02345,119,2,3905.42,2,1,1,Regular
C02346,33,16,55027.340000000004,4,5,5,Champions
C02347,54,13,75978.32,3,5,5,Loyal
C02348,16,10,31796.75,5,5,4,Champions
C02349,237,5,28481.38,1,3,3,At Risk
C02350,16,6,29258.09,5,4,3,Champions
C02351,258,4,48186.69,1,2,5,Regular
C02352,5,5,47349.55,5,3,5,Loyal
C02353,34,6,24023.95,4,4,3,Champions
C02354,130,3,31908.75,2,1,4,Regular
C02355,38,3,7348.92,4,1,1,New / Promising
C02356,336,1,14632.37,1,1,1,Regular
C02357,135,5,36291.55,2,3,4,At Risk
C02358,396,5,7166.35,1,3,1,At Risk
C02359,145,6,58210.93,2,4,5,At Risk
C02360,239,3,62742.18,1,1,5,Regular
C02361,34,10,40945.8,4,5,4,Champions
C02362,100,5,11886.19,2,3,1,At Risk
C02363,153,7,14077.36,2,4,1,At Risk
C02364,265,2,9600.09,1,1,1,Regular
C02365,64,5,20449.85,3,3,2,Loyal
C02366,153,2,3095.0600000000004,2,1,1,Regular
C02367,186,1,0.0,1,1,1,Regular
C02368,10,4,13059.75,5,2,1,New / Promising
C02369,58,3,27417.379999999997,3,1,3,Regular
C02370,144,8,77791.69,2,5,5,At Risk
C02371,201,4,23167.34,1,2,3,Regular
C02372,82,8,40442.45,3,5,4,Loyal
C02373,15,6,17877.46,5,4,2,Champions
C02374,172,7,16304.3,1,4,2,At Risk
C02375,75,7,26940.58,3,4,3,Loyal
C02376,120,6,25711.16,2,4,3,At Risk
C02377,61,3,12456.05,3,1,1,Regular
C02378,68,5,17811.44,3,3,2,Loyal
C02379,5,3,16906.620000000003,5,1,2,New / Promising
C02380,165,5,26903.66,1,3,3,At Risk
C02381,84,8,21619.41,3,5,2,Loyal
C02382,81,2,17255.579999999998,3,1,2,Regular
C02383,47,3,12229.32,4,1,1,New / Promising
C02384,318,4,5985.8099999999995,1,2,1,Regular
C02385,76,2,6155.93,3,1,1,Regular
C02386,25,9,39246.25,4,5,4,Champions
C02387,72,10,32460.04,3,5,4,Loyal
C02388,155,5,14995.04,1,3,2,At Risk
C02389,234,4,4531.1,1,2,1,Regular
C02390,62,4,14276.69,3,2,1,Regular
C02391,48,4,12693.64,4,2,1,New / Promising
C02392,120,8,30496.97,2,5,3,At Risk
C02393,46,3,23658.09,4,1,3,New / Promising
C02394,41,6,15710.02,4,4,2,Champions
C02395,19,9,68264.12999999999,5,5,5,Champions
C02396,23,6,32393.2,4,4,4,Champions
C02397,29,6,60653.97,4,4,5,Champions
C02398,166,4,10070.98,1,2,1,Regular
C02399,58,8,16671.88,3,5,2,Loyal
C02400,16,5,22099.87,5,3,2,Loyal
C02401,136,2,15679.619999999999,2,1,2,Regular
C02402,1,5,48750.78,5,3,5,Loyal
C02403,71,4,6982.09,3,2,1,Regular
C02404,61,5,22720.33,3,3,2,Loyal
C02405,283,5,48780.57,1,3,5,At Risk
C02406,140,6,20159.53,2,4,2,At Risk
C02407,25,12,31905.13,4,5,4,Champions
C02408,294,5,28558.89,1,3,3,At Risk
C02409,13,6,18746.08,5,4,2,Champions
C02410,93,9,43116.66,2,5,4,At Risk
C02411,20,5,36110.380000000005,5,3,4,Loyal
C02412,183,3,17197.89,1,1,2,Regular
C02413,29,12,61126.579999999994,4,5,5,Champions
C02414,49,8,30672.010000000002,3,5,3,Loyal
C02415,51,7,58958.88,3,4,5,Loyal
C02416,8,3,8425.17,5,1,1,New / Promising
C02417,34,10,28761.8,4,5,3,Champions
C02418,3,4,14632.33,5,2,1,New / Promising
C02419,90,11,91950.54000000001,2,5,5,At Risk
C02420,38,5,13179.03,4,3,1,Loyal
C02421,274,4,19235.29,1,2,2,Regular
C02422,85,11,52329.47,3,5,5,Loyal
C02423,195,8,36655.03,1,5,4,At Risk
C02424,12,6,18700.05,5,4,2,Champions
C02425,269,8,64569.68,1,5,5,At Risk
C02426,192,3,8152.460000000001,1,1,1,Regular
C02427,12,2,2264.09,5,1,1,New / Promising
C02428,32,4,7120.85,4,2,1,New / Promising
C02429,5,8,21678.5,5,5,2,Champions
C02430,19,9,72786.43,5,5,5,Champions
C02431,50,8,30768.120000000003,3,5,3,Loyal
C02432,96,6,33432.12,2,4,4,At Risk
C02433,75,6,30098.07,3,4,3,Loyal
C02434,354,5,25713.11,1,3,3,At Risk
C02435,182,4,14525.28,1,2,1,Regular
C02436,163,6,22563.84,1,4,2,At Risk
C02437,350,2,3921.04,1,1,1,Regular
C02438,10,9,48068.59,5,5,5,Champions
C02439,31,7,38408.04,4,4,4,Champions
C02440,49,8,48190.380000000005,3,5,5,Loyal
C02441,92,10,83962.46,2,5,5,At Risk
C02442,149,6,18178.28,2,4,2,At Risk
C02443,71,7,55229.85,3,4,5,Loyal
C02444,30,5,17291.36,4,3,2,Loyal
C02445,131,4,14560.68,2,2,1,Regular
C02446,59,5,6031.35,3,3,1,Loyal
C02447,32,5,22725.83,4,3,3,Loyal
C02448,112,6,65839.33,2,4,5,At Risk
C02449,1,9,36574.25,5,5,4,Champions
C02450,167,5,16156.16,1,3,2,At Risk
C02451,1,10,30331.71,5,5,3,Champions
C02452,5,5,10169.79,5,3,1,Loyal
C02453,50,7,14285.970000000001,3,4,1,Loyal
C02454,100,5,13140.039999999999,2,3,1,At Risk
C02455,92,5,1397.53,2,3,1,At Risk
C02456,333,1,0.0,1,1,1,Regular
C02457,31,6,49038.98,4,4,5,Champions
C02458,171,2,7768.200000000001,1,1,1,Regular
C02459,543,3,10678.82,1,1,1,Regular
C02460,71,10,58875.2,3,5,5,Loyal
C02461,7,6,19178.35,5,4,2,Champions
C02462,40,5,29510.480000000003,4,3,3,Loyal
C02463,155,3,6230.16,1,1,1,Regular
C02464,62,8,90133.26,3,5,5,Loyal
C02465,42,5,26752.39,4,3,3,Loyal
C02466,177,4,50941.42,1,2,5,Regular
C02467,3,11,62369.6,5,5,5,Champions
C02468,206,5,11095.029999999999,1,3,1,At Risk
C02469,166,6,29627.620000000003,1,4,3,At Risk
C02470,78,4,21340.9,3,2,2,Regular
C02471,7,8,22439.5,5,5,2,Champions
C02472,28,3,21779.870000000003,4,1,2,New / Promising
C02473,86,7,38495.35,3,4,4,Loyal
C02474,84,2,4898.71,3,1,1,Regular
C02475,4,8,63766.91,5,5,5,Champions
C02476,7,7,45220.490000000005,5,4,5,Champions
C02477,17,8,37058.98,5,5,4,Champions
C02478,11,8,39617.4,5,5,4,Champions
C02479,80,5,14943.51,3,3,1,Loyal
C02480,148,7,38390.67,2,4,4,At Risk
C02481,51,4,10751.55,3,2,1,Regular
C02482,35,6,21696.94,4,4,2,Champions
C02483,288,4,14284.849999999999,1,2,1,Regular
C02484,299,2,1963.71,1,1,1,Regular
C02485,146,5,14694.210000000001,2,3,1,At Risk
C02486,71,5,13761.380000000001,3,3,1,Loyal
C02487,386,2,5705.24,1,1,1,Regular
C02488,30,5,22926.739999999998,4,3,3,Loyal
C02489,152,3,12461.48,2,1,1,Regular
C02490,26,5,25663.87,4,3,3,Loyal
C02491,242,5,16290.220000000001,1,3,2,At Risk
C02492,21,6,16354.75,5,4,2,Champions
C02493,131,6,34219.36,2,4,4,At Risk
C02494,85,7,78512.97,3,4,5,Loyal
C02495,165,3,13260.29,1,1,1,Regular
C02496,128,6,22353.18,2,4,2,At Risk
C02497,86,6,38237.41,3,4,4,Loyal
C02498,56,3,17496.260000000002,3,1,2,Regular
C02499,230,5,28079.01,1,3,3,At Risk
C02500,23,8,20868.89,4,5,2,Champions
